District Name,District Code,Locale,Teacher % Retained,Year,Retention Category,Total Expenditures per Pupil,Adjusted Total Expenditures per Pupil,Adjusted Expenditures Category,Average Salary,Adjusted Average Salary,Adjusted Salary Category,Average Class Size,Class Size Category
upper cape cod regional vocational technical,8790000,Rural,88.4,2016,medium,20221.68,18304.09408604580,high,69765.0,63149.30925190100,low,15.2,small
uxbridge,3040000,Suburban,93.1,2016,high,13949.84,12627.001507554500,low,72813.0,65908.27283822360,medium,19.8,large
wachusett,7750000,Suburban,90.0,2016,medium,11895.6,10767.561429612500,low,71442.0,64667.28232744660,medium,18.6,medium
wakefield,3050000,Suburban,90.5,2016,high,14286.86,12932.06250094770,medium,68971.0,62430.602858351100,low,18.6,medium
wales,3060000,Rural,100.0,2016,high,12540.68,11351.46964164170,low,68105.0,61646.724096620400,low,20.2,large
walpole,3070000,Suburban,91.2,2016,high,14243.88,12893.158217830800,medium,75358.0,68211.93501906060,medium,19.6,large
waltham,3080000,Urban,85.9,2016,medium,20242.29,18322.749676437500,high,76597.0,69333.4428548393,medium,17.0,medium
ware,3090000,Rural,87.1,2016,medium,13030.64,11794.96760711230,low,60474.0,54739.35824123080,low,20.8,large
wareham,3100000,Suburban,86.2,2016,medium,14883.01,13471.680657767300,medium,67721.0,61299.13813298920,low,16.6,small
watertown,3140000,Suburban,85.4,2016,low,20720.05,18755.204546188700,high,78217.0,70799.82113890840,high,16.1,small
wayland,3150000,Suburban,91.4,2016,high,17712.73,16033.06334788830,high,93108.0,84278.7341192002,high,16.9,medium
webster,3160000,Suburban,89.4,2016,medium,13937.23,12615.587291405000,low,75169.0,68040.85755258580,medium,21.2,large
wellesley,3170000,Suburban,86.2,2016,medium,18635.99,16868.77224575840,high,93536.0,84666.14764116410,high,17.7,medium
wellfleet,3180000,Suburban,84.2,2016,low,29268.87,26493.355164963600,high,72131.0,65290.94568406610,medium,13.4,small
west boylston,3220000,Suburban,90.1,2016,medium,15085.15,13654.652081435000,medium,72714.0,65818.66083197500,medium,16.2,small
west bridgewater,3230000,Suburban,90.7,2016,high,12177.0,11022.276768586000,low,69833.0,63210.860932960700,low,19.1,large
west springfield,3320000,Suburban,93.6,2016,high,14016.11,12686.987241434300,low,68261.0,61787.93089434560,low,16.5,small
westborough,3210000,Suburban,85.5,2016,low,15554.65,14079.630232281000,medium,74649.0,67570.16822683530,medium,17.3,medium
westfield,3250000,Suburban,88.6,2016,medium,14390.83,13026.173210944400,medium,70616.0,63919.610436927500,medium,17.9,medium
westford,3260000,Suburban,90.9,2016,high,13528.04,12245.200050628400,low,78942.0,71456.07067961830,high,19.0,large
westhampton,3270000,Rural,85.7,2016,low,15015.59,13591.688332398100,medium,67106.0,60742.457488111100,low,17.9,medium
weston,3300000,Suburban,88.4,2016,medium,23898.66,21632.39261873490,high,91044.0,82410.45956468260,high,15.5,small
westport,3310000,Rural,87.1,2016,medium,14144.18,12802.912591336000,low,75172.0,68043.57306792670,medium,17.6,medium
westwood,3350000,Suburban,87.9,2016,medium,16712.99,15128.126912261600,medium,88759.0,80342.14204672090,high,18.6,medium
weymouth,3360000,Suburban,89.4,2016,medium,14069.95,12735.721690085100,low,78821.0,71346.54489420330,high,18.9,medium
whately,3370000,Rural,75.0,2016,low,16535.1,14967.105904265900,medium,70452.0,63771.16226496000,medium,13.4,small
whitman-hanson,7800000,Suburban,94.6,2016,high,11815.45,10695.011911422300,low,80526.0,72889.86277959700,high,21.9,large
whittier regional vocational technical,8850000,Suburban,93.0,2016,high,18220.78,16492.935870864400,high,83659.0,75725.76596724420,high,13.8,small
williamsburg,3400000,Rural,90.5,2016,high,14557.53,13177.065346718700,medium,65925.0,59673.44961558910,low,17.8,medium
williamstown,3410000,Rural,94.6,2016,high,14763.45,13363.45831971590,medium,70170.0,63515.90382291830,medium,17.3,medium
wilmington,3420000,Suburban,87.9,2016,medium,16337.49,14788.234908762900,medium,74667.0,67586.46131888050,medium,17.7,medium
winchendon,3430000,Suburban,90.6,2016,high,13825.89,12514.805465387600,low,70178.0,63523.14519716060,medium,18.5,medium
winchester,3440000,Suburban,91.4,2016,high,13312.37,12049.98165277330,low,76709.0,69434.82209423170,medium,19.4,large
winthrop,3460000,Suburban,86.1,2016,medium,13085.47,11844.598175825600,low,62921.0,56954.3135875993,low,20.6,large
woburn,3470000,Suburban,95.4,2016,high,16153.85,14622.009163030500,medium,79592.0,72044.43233680650,high,17.3,medium
worcester,3480000,Urban,88.9,2016,medium,14492.18,13117.912370876700,medium,77862.0,70478.48515690560,high,16.7,small
worthington,3490000,Rural,75.0,2016,low,12493.33,11308.609757844900,low,43853.0,39694.49808103800,low,5.9,small
wrentham,3500000,Suburban,90.0,2016,medium,14209.22,12861.784963926000,medium,72453.0,65582.41099731940,medium,19.3,large
state totals,0,,87.5,2016,medium,15488.38,14019.64449840120,medium,76656.0,69386.84798987640,medium,18.0,medium
state totals,0,,90.5,2016,high,15488.38,14019.64449840120,medium,76656.0,69386.84798987640,medium,18.0,medium
abington,10000,Suburban,82.2,2017,low,14573.5,13027.376002419400,medium,79107.0,70714.42230235640,high,21.1,large
acton-boxborough,6000000,Suburban,93.0,2017,high,15198.11,13585.720211077000,medium,82318.0,73584.76260110200,high,21.3,large
acushnet,30000,Suburban,90.4,2017,medium,12398.39,11083.026613691700,low,71477.0,63893.900197271200,medium,18.5,medium
adams-cheshire,6030000,Rural,83.7,2017,low,13770.66,12309.710475965100,low,77014.0,68843.47174325510,medium,16.3,small
agawam,50000,Suburban,93.6,2017,high,15720.97,14053.109226524500,medium,69650.0,62260.72930788840,low,15.7,small
amesbury,70000,Suburban,93.1,2017,high,15865.5,14182.30582676670,medium,76997.0,68828.27529819780,medium,17.5,medium
amherst,80000,Urban,86.4,2017,medium,21133.86,18891.73778450550,high,73844.0,66009.78169435330,medium,19.3,large
amherst-pelham,6050000,Urban,90.8,2017,high,21382.27,19113.793603132500,high,82327.0,73592.80777789700,high,14.3,small
andover,90000,Suburban,92.2,2017,high,17040.23,15232.406997475400,medium,84838.0,75837.41210369900,high,17.6,medium
arlington,100000,Suburban,91.3,2017,high,14222.82,12713.900158145300,medium,70251.0,62797.96833608710,low,18.6,medium
ashburnham-westminster,6100000,Suburban,90.1,2017,medium,12373.43,11060.71465671360,low,70190.0,62743.43991558770,low,19.5,large
ashland,140000,Suburban,95.8,2017,high,13760.73,12300.83396423460,low,79826.0,71357.14253742280,high,18.1,medium
assabet valley regional vocational technical,8010000,Suburban,94.5,2017,high,19643.92,17559.86770518040,high,81378.0,72744.48858029200,high,16.2,small
athol-royalston,6150000,Suburban,86.0,2017,medium,13900.92,12426.151001444500,low,65972.0,58972.93372433610,low,17.6,medium
attleboro,160000,Suburban,93.5,2017,high,13315.47,11902.812250930500,low,84669.0,75686.34156165970,high,22.1,large
auburn,170000,Suburban,94.7,2017,high,13250.08,11844.359571972200,low,70944.0,63417.446949301200,medium,18.9,medium
avon,180000,Suburban,85.1,2017,low,16905.09,15111.604198355900,medium,70415.0,62944.56933546240,low,14.0,small
ayer shirley school district,6160000,Suburban,83.2,2017,low,14659.54,13104.287892579500,medium,61458.0,54937.83060738270,low,19.3,large
barnstable,200000,Urban,85.6,2017,low,15579.58,13926.719499075300,medium,77135.0,68951.63467572100,medium,17.6,medium
bedford,230000,Suburban,90.8,2017,high,17852.1,15958.14451798070,high,86324.0,77165.76018340490,high,15.3,small
belchertown,240000,Rural,88.8,2017,medium,13024.64,11642.836832343100,low,65670.0,58702.9733474376,low,17.6,medium
bellingham,250000,Suburban,89.1,2017,medium,14695.74,13136.647381466000,medium,75911.0,67857.49063160250,medium,17.1,medium
belmont,260000,Suburban,89.0,2017,medium,13581.74,12140.833275952900,low,85906.0,76792.10641670430,high,22.1,large
berkley,270000,Rural,86.2,2017,medium,11465.97,10249.52841956020,low,74518.0,66612.27604544470,medium,19.7,large
berkshire hills,6180000,Rural,87.9,2017,medium,19442.32,17379.655744972600,high,71254.0,63694.55859446200,medium,14.7,small
berlin,280000,Suburban,100.0,2017,high,19074.62,17050.965577470700,high,77874.0,69612.2330814429,medium,14.9,small
berlin-boylston,6200000,Suburban,93.8,2017,high,15316.31,13691.380199651200,medium,69677.0,62284.86483827330,low,16.2,small
beverly,300000,Suburban,92.7,2017,high,13964.08,12482.610264374700,low,71528.0,63939.48953244280,medium,19.3,large
billerica,310000,Suburban,91.2,2017,high,15899.2,14212.430544321300,medium,82312.0,73579.39914990530,high,18.2,medium
blackstone valley regional vocational technical,8050000,Suburban,87.1,2017,medium,19091.78,17066.305047893100,high,81380.0,72746.27639735760,high,17.3,medium
blackstone-millville,6220000,Suburban,87.0,2017,medium,13354.13,11937.370754807600,low,66814.0,59725.60470893400,low,19.3,large
blue hills regional vocational technical,8060000,Rural,85.2,2017,low,22030.79,19693.511164808800,high,79990.0,71503.74353679810,high,14.7,small
boston,350000,Urban,84.2,2017,low,20201.16,18057.989295984800,high,99368.0,88825.90308494260,high,17.4,medium
bourne,360000,Suburban,84.8,2017,low,15423.3,13787.01947357290,medium,84685.0,75700.64409818410,high,18.0,medium
boxford,380000,Suburban,85.3,2017,low,17244.67,15415.157657916200,high,86697.0,77499.1880661306,high,15.2,small
boylston,390000,Suburban,87.0,2017,medium,12969.63,11593.662923955000,low,75387.0,67389.08256042760,medium,19.5,large
braintree,400000,Suburban,90.0,2017,medium,14535.65,12993.541564453800,medium,81085.0,72482.57338018850,high,17.7,medium
brewster,410000,Suburban,85.7,2017,low,19172.11,17138.112720331100,high,78928.0,70554.4126749894,high,18.1,medium
bridgewater-raynham,6250000,Rural,91.3,2017,high,13032.68,11650.023856946600,low,82760.0,73979.87017258920,high,20.4,large
brimfield,430000,Rural,88.9,2017,medium,14994.74,13403.9260327662,medium,73615.0,65805.07664034750,medium,15.6,small
bristol county agricultural,9100000,Suburban,97.1,2017,high,19803.33,17702.365664390300,high,69357.0,61998.81410778480,low,17.3,medium
bristol-plymouth regional vocational technical,8100000,Suburban,92.6,2017,high,18334.46,16389.33023785080,high,88171.0,78816.80924344330,high,17.7,medium
brockton,440000,Rural,86.7,2017,medium,14662.37,13106.817653727300,medium,89725.0,80205.94310337810,high,20.0,large
brookfield,450000,Suburban,100.0,2017,high,11339.31,10136.30596479870,low,64484.0,57642.79782756460,low,20.8,large
brookline,460000,Suburban,87.3,2017,medium,19527.54,17455.834630135900,high,101413.0,90653.94603447070,high,18.0,medium
burlington,480000,Urban,92.5,2017,high,20605.99,18419.87028730880,high,101854.0,91048.15969742510,high,17.4,medium
cambridge,490000,Suburban,87.6,2017,medium,28638.22,25599.94922153270,high,88737.0,79322.76147299480,high,15.2,small
canton,500000,Suburban,89.1,2017,medium,15908.46,14220.70813733480,medium,79839.0,71368.76334834890,high,18.3,medium
cape cod regional vocational technical,8150000,Rural,78.6,2017,low,25357.7,22667.464401588500,high,74491.0,66588.14051505980,medium,14.4,small
carlisle,510000,Rural,84.2,2017,low,20326.67,18170.183755933600,high,99727.0,89146.81624820940,high,17.7,medium
carver,520000,Rural,84.1,2017,low,14834.36,13260.560982279500,medium,68504.0,61236.310129326400,low,17.0,medium
central berkshire,6350000,Suburban,95.5,2017,high,15343.65,13715.819658937300,medium,71924.0,64293.477311422300,medium,16.7,small
chelmsford,560000,Suburban,89.2,2017,medium,14428.13,12897.428519009700,medium,74592.0,66678.42527687020,medium,18.1,medium
chelsea,570000,Rural,76.5,2017,low,14984.46,13394.736653049300,medium,68209.0,60972.60711215730,low,23.4,large
chesterfield-goshen,6320000,Suburban,88.2,2017,medium,16178.01,14461.661182344700,medium,76768.0,68623.57024419200,medium,12.7,small
chicopee,610000,Suburban,90.5,2017,high,14341.55,12820.03391824190,medium,79321.0,70905.7187283706,high,16.6,small
clarksburg,630000,Suburban,94.4,2017,high,14002.78,12517.204524593200,low,64534.0,57687.49325420340,low,19.1,large
clinton,640000,Suburban,86.2,2017,medium,13517.75,12083.63206894050,low,67203.0,60073.33512818410,low,17.3,medium
cohasset,650000,Suburban,87.9,2017,medium,16165.69,14450.64822922090,medium,82273.0,73544.53671712710,high,18.9,medium
concord,670000,Suburban,91.1,2017,high,19172.98,17138.890420754600,high,98295.0,87866.73922927330,high,16.0,small
concord-carlisle,6400000,Rural,95.6,2017,high,22148.68,19798.894041737800,high,100222.0,89589.30097193380,high,14.6,small
conway,680000,Suburban,93.8,2017,high,18273.47,16334.810756436700,high,64761.0,57890.41049114370,low,17.1,medium
danvers,710000,Suburban,90.8,2017,high,15747.81,14077.101731544300,medium,80084.0,71587.77093887910,high,18.5,medium
dartmouth,720000,Suburban,87.9,2017,medium,13527.43,12092.285103537800,low,81956.0,73261.16771223690,high,18.6,medium
dedham,730000,Suburban,92.6,2017,high,19638.73,17555.22831989530,high,82488.0,73736.72705167400,high,16.4,small
deerfield,740000,Suburban,87.5,2017,medium,14454.16,12920.69695811780,medium,62797.0,56134.7741327705,low,18.2,medium
dennis-yarmouth,6450000,Rural,92.9,2017,high,17352.52,15511.565693176200,high,69519.0,62143.62729009460,low,16.1,small
dighton-rehoboth,6500000,Suburban,88.8,2017,medium,14259.86,12747.010530199400,medium,70796.0,63285.14848645030,low,18.6,medium
douglas,770000,Rural,90.1,2017,medium,13352.54,11935.949440240500,low,68999.0,61678.79485305080,low,20.6,large
dover,780000,Rural,92.9,2017,high,23064.74,20617.76789227320,high,88367.0,78992.01531586750,high,18.5,medium
dover-sherborn,6550000,Suburban,92.2,2017,high,20252.96,18104.293757982600,high,92626.0,82799.17175696290,high,17.4,medium
dracut,790000,Suburban,83.8,2017,low,12206.17,10911.19951552140,low,71600.0,64003.850946802700,medium,21.0,large
dudley-charlton reg,6580000,Suburban,91.8,2017,high,11939.8,10673.089099645700,low,74143.0,66277.0603456535,medium,18.3,medium
duxbury,820000,Suburban,93.1,2017,high,14507.45,12968.333343829500,medium,79655.0,71204.28417831800,high,20.2,large
east bridgewater,830000,Suburban,91.8,2017,high,11598.88,10368.337802651500,low,79703.0,71247.19178789130,high,21.0,large
east longmeadow,870000,Suburban,92.6,2017,high,14908.07,13326.450980230500,medium,77543.0,69316.34935709390,medium,19.0,large
eastham,850000,Suburban,96.2,2017,high,23986.01,21441.299006264200,high,82450.0,73702.7585274285,high,13.5,small
easthampton,860000,Suburban,78.1,2017,low,13004.83,11625.128504308800,low,64258.0,57440.77449915710,low,18.8,medium
easton,880000,Suburban,92.6,2017,high,13433.26,12008.105737006200,low,78689.0,70340.7685356558,high,19.9,large
edgartown,890000,Rural,82.0,2017,low,25454.41,22753.914295793300,high,88247.0,78884.7462919343,high,16.5,small
erving,910000,Suburban,95.0,2017,high,23474.23,20983.81449735980,high,69743.0,62343.86280143660,low,18.9,medium
essex north shore agricultural and technical school district,8170000,Suburban,87.9,2017,medium,19261.88,17218.35888931840,high,77496.0,69274.33565605340,medium,16.3,small
everett,930000,Suburban,85.9,2017,medium,15057.27,13459.82213332070,medium,85345.0,76290.62372981670,high,20.6,large
fairhaven,940000,Suburban,88.4,2017,medium,12358.6,11047.457993172600,low,68347.0,61095.96648968050,low,18.1,medium
fall river,950000,Suburban,86.6,2017,medium,14503.55,12964.847100551700,medium,67413.0,60261.05592006720,low,19.0,large
falmouth,960000,Rural,90.6,2017,high,17269.96,15437.764604710100,high,75472.0,67465.06478571360,medium,17.1,medium
farmington river reg,6620000,Rural,75.0,2017,low,18135.9,16211.835759582700,high,58076.0,51914.6319495323,low,13.4,small
fitchburg,970000,Rural,88.3,2017,medium,14223.82,12714.794066678100,medium,74039.0,66184.09385824470,medium,19.0,large
florida,980000,Rural,92.9,2017,high,18901.13,16895.88138611930,high,48381.0,43248.18872426340,low,9.1,small
foxborough,990000,Suburban,89.8,2017,medium,16730.65,14955.670793898400,medium,84855.0,75852.60854875620,high,16.7,small
framingham,1000000,Urban,85.7,2017,low,18578.7,16607.65845789610,high,78674.0,70327.35990766420,high,16.9,medium
franklin,1010000,Suburban,87.3,2017,medium,13950.07,12470.086605830500,low,76930.0,68768.38342650180,medium,18.6,medium
franklin county regional vocational technical,8180000,Rural,84.9,2017,low,25274.43,22593.028638064200,high,75564.0,67547.30437072900,medium,14.1,small
freetown-lakeville,6650000,Rural,87.4,2017,medium,13719.62,12264.085384452100,low,74845.0,66904.58413566270,medium,18.7,medium
frontier,6700000,Suburban,94.6,2017,high,17454.11,15602.377861020900,high,65229.0,58308.75968448310,low,12.5,small
gardner,1030000,Suburban,87.4,2017,medium,12338.97,11029.910568674200,low,69195.0,61854.00092547500,low,18.1,medium
gateway,6720000,Rural,88.8,2017,medium,16846.91,15059.596599919000,medium,60683.0,54245.051494480800,low,14.5,small
georgetown,1050000,Suburban,86.8,2017,medium,13482.94,12052.515112914600,low,70103.0,62665.66987323620,low,16.7,small
gill-montague,6740000,Rural,91.4,2017,high,16602.7,14841.29519712960,medium,57869.0,51729.59288324750,low,14.5,small
gloucester,1070000,Suburban,87.5,2017,medium,16450.67,14705.394282891600,medium,76799.0,68651.28140870810,medium,17.5,medium
grafton,1100000,Suburban,92.9,2017,high,12199.76,10905.469561826300,low,74727.0,66799.10292879500,medium,19.2,large
granby,1110000,Rural,80.6,2017,low,14682.25,13124.588555358800,medium,72894.0,65160.56858821560,medium,15.2,small
